name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
AT01	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT02	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT03	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT04	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT05	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT06	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT07	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT08	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT09	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT10	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT11	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT12	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT13	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT14	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT15	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT16	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT17	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT18	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT19	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT20	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT21	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT22	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT23	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT24	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT25	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT26	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT27	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT28	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT29	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT30	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT31	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
AT32	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
sOc1	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sOc2	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sOc3	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sOC4	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sOc5	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sOc6	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sOc7	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sOc8	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sTa1	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sTa2	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sTa3	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sTa4	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sTa5	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sTa6	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
sTa7	ECOG	µV	468	0.15	G2	strip	2048	n/a	bad	electrode on top of other electrode
sTa8	ECOG	µV	468	0.15	G2	strip	2048	n/a	bad	electrode on top of other electrode
