name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
C01	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C02	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C03	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C04	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C05	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C06	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C07	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C08	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C09	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C10	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C11	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C12	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C13	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C14	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C15	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C16	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C17	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C18	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C19	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C20	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C21	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C22	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C23	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C24	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C25	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C26	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C27	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C28	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C29	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C30	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C31	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C32	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C33	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C34	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C35	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C36	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C37	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C38	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C39	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C40	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C41	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C42	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C43	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C44	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C45	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C46	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C47	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
C48	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH49	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH50	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH51	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH52	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH53	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH54	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH55	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH56	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH57	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH58	ECOG	µV	468	0.15	G2	grid	2048	n/a	bad	noisy (visual assessment)
IH59	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH60	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH61	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH62	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH63	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IH64	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
MKR1+	TRIG	µV	468	0.15	MKR1-	other	2048	n/a	good	not included
el01	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el02	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el03	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el04	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el05	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el06	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el07	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el08	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el09	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el10	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el11	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el12	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el13	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el14	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el15	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el16	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el17	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el18	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el19	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el20	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el21	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el22	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el23	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
el24	OTHER	µV	468	0.15	G2	other	2048	n/a	bad	not recording
AH+	OTHER	µV	468	0.15	AH-	other	2048	n/a	bad	not recording
ECG+	ECG	µV	468	0.15	ECG-	other	2048	n/a	good	not included
orb+	EOG	µV	468	0.15	orb-	other	2048	n/a	good	not included
emg1+	EMG	µV	468	0.15	emg1-	other	2048	n/a	good	not included
emg2+	EMG	µV	468	0.15	emg2-	other	2048	n/a	good	not included
emg3+	EMG	µV	468	0.15	emg3-	other	2048	n/a	good	not included
MKR2+	TRIG	µV	468	0.15	MKR2-	other	2048	n/a	good	not included
