name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
CL01	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL02	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL03	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL04	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL05	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL06	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL07	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL08	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL09	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL10	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL11	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL12	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL13	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL14	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL15	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CL16	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
IHaL1	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHaL2	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHaL3	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHaL4	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHaL5	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHaL6	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHaL7	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHaL8	ECOG	µV	468	0.15	G2	strip	2048	n/a	bad	electrode on top of other electrode
IHvL1	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHvL2	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHvL3	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHvL4	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHvL5	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHvL6	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHvL7	ECOG	µV	468	0.15	G2	strip	2048	n/a	good	included
IHvL8	ECOG	µV	468	0.15	G2	strip	2048	n/a	bad	electrode on top of other electrode
CR01	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CR02	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CR03	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CR04	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
CR05	ECOG	µV	468	0.15	G2	grid	2048	n/a	good	included
